time,accel.x,accel.y,accel.z,att.roll,att.roll_sp,alt.baro,bat.voltage,bat.current,throttle,gps.satellites,gps.hdop,armed
2.0300,-0.2228,-0.2595,-9.9500,-0.0018,0.0000,0.0014,23.6035,0.4000,0.0026,16.0000,0.7045,0.0000
2.0400,-0.6681,0.6984,-10.0818,-0.0008,0.0000,-0.0732,23.6039,0.4000,0.0034,16.0000,0.7050,0.0000
2.0500,0.2094,0.1329,-9.0466,-0.0026,0.0000,-0.1478,23.6043,0.4000,0.0026,16.0000,0.7054,0.0000
2.0600,0.2441,0.8336,-8.9555,-0.0044,0.0000,-0.1354,23.6046,0.4000,0.0017,16.0000,0.7059,0.0000
2.0700,-0.4651,-0.9751,-10.7708,-0.0018,0.0000,-0.1230,23.6050,0.4000,0.0009,16.0000,0.7063,0.0000
2.0800,0.2771,-0.2568,-9.7731,0.0008,0.0000,-0.1107,23.6053,0.4000,0.0000,16.0000,0.7068,0.0000
2.0900,0.0935,0.3083,-10.0308,-0.0011,0.0000,-0.0983,23.6057,0.4000,0.0000,16.0000,0.7072,0.0000
2.1000,0.5318,0.3703,-9.7373,-0.0031,0.0000,-0.0859,23.6060,0.4000,0.0000,16.0000,0.7077,0.0000
2.1100,0.6314,-0.0046,-9.7716,-0.0002,0.0000,-0.1075,23.6064,0.4000,0.0000,16.0000,0.7081,0.0000
2.1200,0.9566,-0.1044,-11.4005,0.0028,0.0000,-0.1291,23.6068,0.4000,0.0000,16.0000,0.7086,0.0000
2.1300,-0.0792,-0.2282,-9.9509,0.0003,0.0000,-0.1507,23.6072,0.4000,0.0006,16.0000,0.7091,0.0000
2.1400,-0.9496,-0.6331,-9.5673,-0.0021,0.0000,-0.1723,23.6076,0.4000,0.0012,16.0000,0.7095,0.0000
2.1500,-0.0891,-0.5067,-10.2843,-0.0002,0.0000,-0.1939,23.6080,0.4000,0.0018,16.0000,0.7100,0.0000
2.1600,-0.7890,0.0968,-9.3836,0.0017,0.0000,-0.1846,23.6084,0.4000,0.0024,16.0000,0.7104,0.0000
2.1700,-0.2320,-0.1618,-9.4225,0.0020,0.0000,-0.1752,23.6088,0.4000,0.0018,16.0000,0.7109,0.0000
2.1800,0.1502,0.1657,-9.4441,0.0022,0.0000,-0.1659,23.6092,0.4000,0.0012,16.0000,0.7113,0.0000
2.1900,-0.4211,0.2661,-9.8032,0.0001,0.0000,-0.1566,23.6096,0.4000,0.0006,16.0000,0.7118,0.0000
2.2000,-0.8498,0.1773,-10.6034,-0.0019,0.0000,-0.1473,23.6100,0.4000,0.0000,16.0000,0.7122,0.0000
2.2100,0.1865,-0.0773,-9.3717,-0.0025,0.0000,-0.1096,23.6054,0.4000,0.0000,16.0000,0.7132,0.0000
2.2200,0.0619,1.5959,-10.1022,-0.0031,0.0000,-0.0718,23.6008,0.4000,0.0000,16.0000,0.7141,0.0000
2.2300,-0.1996,1.2253,-10.2669,-0.0024,0.0000,-0.0341,23.5962,0.4000,0.0000,16.0000,0.7150,0.0000
2.2400,-0.7640,0.1710,-10.3833,-0.0016,0.0000,0.0036,23.5915,0.4000,0.0000,16.0000,0.7159,0.0000
2.2500,-0.1720,-0.0564,-8.6068,-0.0013,0.0000,0.0414,23.5869,0.4000,0.0000,16.0000,0.7168,0.0000
2.2600,0.5931,-0.3829,-9.5844,-0.0010,0.0000,0.0156,23.5823,0.4000,0.0000,16.0000,0.7178,0.0000
2.2700,1.0009,1.2147,-9.4542,-0.0005,0.0000,-0.0101,23.5777,0.4000,0.0000,16.0000,0.7187,0.0000
2.2800,0.8188,-0.1661,-10.8592,0.0001,0.0000,-0.0358,23.5730,0.4000,0.0000,16.0000,0.7196,0.0000
2.2900,-0.1174,0.3118,-9.7798,0.0016,0.0000,-0.0616,23.5684,0.4000,0.0000,16.0000,0.7205,0.0000
2.3000,-0.1333,-0.1166,-8.6882,0.0031,0.0000,-0.0873,23.5638,0.4000,0.0000,16.0000,0.7214,0.0000
2.3100,-0.3180,-0.6090,-10.1203,0.0020,0.0000,-0.0307,23.5643,0.4000,0.0000,16.0000,0.7224,0.0000
2.3200,-0.4251,0.8414,-8.8444,0.0008,0.0000,0.0259,23.5648,0.4000,0.0000,16.0000,0.7233,0.0000
2.3300,1.0415,-0.1655,-10.6471,-0.0006,0.0000,0.0825,23.5653,0.4000,0.0000,16.0000,0.7242,0.0000
2.3400,-0.8549,-0.1465,-10.2284,-0.0020,0.0000,0.1391,23.5657,0.4000,0.0000,16.0000,0.7251,0.0000
2.3500,0.9515,0.5295,-9.1880,-0.0030,0.0000,0.1957,23.5662,0.4000,0.0000,16.0000,0.7260,0.0000
2.3600,0.2285,0.9283,-9.4595,-0.0040,0.0000,0.2224,23.5667,0.4000,0.0000,16.0000,0.7270,0.0000
2.3700,0.5083,1.5855,-8.6933,-0.0022,0.0000,0.2491,23.5672,0.4000,0.0000,16.0000,0.7279,0.0000
2.3800,0.4459,0.9902,-9.4703,-0.0005,0.0000,0.2758,23.5677,0.4000,0.0000,16.0000,0.7288,0.0000
2.3900,0.6123,0.3926,-11.1880,-0.0018,0.0000,0.3025,23.5682,0.4000,0.0000,16.0000,0.7297,0.0000
2.4000,0.0492,0.0118,-9.5512,-0.0031,0.0000,0.3292,23.5687,0.4000,0.0000,16.0000,0.7306,0.0000
2.4100,-0.0248,-0.4491,-10.3254,-0.0017,0.0000,0.3069,23.5669,0.4000,0.0012,16.0000,0.7296,0.0000
2.4200,-0.9888,-0.1211,-10.5810,-0.0002,0.0000,0.2845,23.5652,0.4000,0.0024,16.0000,0.7285,0.0000
2.4300,0.0737,-0.0504,-10.1751,-0.0010,0.0000,0.2622,23.5634,0.4000,0.0035,16.0000,0.7274,0.0000
2.4400,-0.4645,-0.4057,-10.0946,-0.0017,0.0000,0.2398,23.5616,0.4000,0.0047,16.0000,0.7264,0.0000
2.4500,0.5516,-0.2259,-9.5601,-0.0021,0.0000,0.2174,23.5598,0.4000,0.0064,16.0000,0.7253,0.0000
2.4600,-0.3357,-0.0693,-9.5667,-0.0024,0.0000,0.1518,23.5581,0.4000,0.0082,16.0000,0.7242,0.0000
2.4700,0.2075,1.2068,-10.9358,-0.0007,0.0000,0.0862,23.5563,0.4000,0.0099,16.0000,0.7232,0.0000
2.4800,-0.7142,0.3814,-9.1858,0.0010,0.0000,0.0206,23.5545,0.4000,0.0116,16.0000,0.7221,0.0000
2.4900,0.4588,0.9047,-9.8353,0.0012,0.0000,-0.0451,23.5528,0.4000,0.0087,16.0000,0.7210,0.0000
2.5000,-0.1671,1.0047,-10.6011,0.0014,0.0000,-0.1107,23.5510,0.4000,0.0058,16.0000,0.7200,0.0000
2.5100,-0.0382,-0.9159,-9.5052,-0.0002,0.0000,-0.0822,23.5495,0.4000,0.0029,16.0000,0.7189,0.0000
2.5200,1.0934,0.1415,-10.5925,-0.0019,0.0000,-0.0537,23.5481,0.4000,0.0000,16.0000,0.7178,0.0000
2.5300,0.4424,0.9971,-11.2393,-0.0025,0.0000,-0.0252,23.5466,0.4000,0.0000,16.0000,0.7168,0.0000
2.5400,-0.6361,-0.1239,-10.4692,-0.0030,0.0000,0.0033,23.5452,0.4000,0.0000,16.0000,0.7157,0.0000
2.5500,0.3025,-0.5865,-10.0498,-0.0003,0.0000,0.0318,23.5437,0.4000,0.0000,16.0000,0.7146,0.0000
2.5600,0.1770,-1.2051,-9.5612,0.0025,0.0000,0.0965,23.5422,0.4000,0.0000,16.0000,0.7136,0.0000
2.5700,-0.3750,-0.9869,-9.0724,0.0013,0.0000,0.1611,23.5408,0.4000,0.0005,16.0000,0.7125,0.0000
2.5800,-0.6344,1.1333,-9.1804,0.0000,0.0000,0.2257,23.5393,0.4000,0.0010,16.0000,0.7114,0.0000
2.5900,-0.9179,-0.2743,-8.4987,0.0013,0.0000,0.2904,23.5379,0.4000,0.0015,16.0000,0.7104,0.0000
2.6000,-0.0834,0.9928,-9.4564,0.0025,0.0000,0.3550,23.5364,0.4000,0.0020,16.0000,0.7093,0.0000
2.6100,0.6135,0.6937,-8.7189,0.0003,0.0000,0.2957,23.5356,0.4000,0.0015,16.0000,0.7096,0.0000
2.6200,0.5198,-0.5569,-9.7873,-0.0019,0.0000,0.2364,23.5348,0.4000,0.0010,16.0000,0.7098,0.0000
2.6300,-0.2047,0.6823,-8.6257,-0.0014,0.0000,0.1771,23.5339,0.4000,0.0005,16.0000,0.7101,0.0000
2.6400,0.8335,0.1651,-11.2529,-0.0010,0.0000,0.1178,23.5331,0.4000,0.0000,16.0000,0.7103,0.0000
2.6500,0.8084,-0.1537,-8.9348,0.0003,0.0000,0.0584,23.5323,0.4000,0.0006,16.0000,0.7106,0.0000
2.6600,0.4898,-0.2531,-9.5415,0.0015,0.0000,0.0531,23.5314,0.4000,0.0013,16.0000,0.7109,0.0000
2.6700,0.1435,0.2153,-10.4554,0.0034,0.0000,0.0478,23.5306,0.4000,0.0019,16.0000,0.7111,0.0000
2.6800,-0.4139,-0.4238,-10.6587,0.0054,0.0000,0.0425,23.5298,0.4000,0.0025,16.0000,0.7114,0.0000
2.6900,-0.3772,-0.1203,-9.8186,0.0031,0.0000,0.0372,23.5289,0.4000,0.0023,16.0000,0.7116,0.0000
2.7000,-0.8077,-0.1996,-9.3178,0.0009,0.0000,0.0319,23.5281,0.4000,0.0021,16.0000,0.7119,0.0000
2.7100,-0.4235,0.5518,-8.9819,0.0011,0.0000,-0.0149,23.5279,0.4000,0.0019,16.0000,0.7122,0.0000
2.7200,0.2909,0.2629,-10.0073,0.0014,0.0000,-0.0617,23.5277,0.4000,0.0017,16.0000,0.7124,0.0000
2.7300,0.7487,1.0746,-9.2272,-0.0008,0.0000,-0.1085,23.5276,0.4000,0.0013,16.0000,0.7127,0.0000
2.7400,0.1004,0.2105,-9.6647,-0.0030,0.0000,-0.1553,23.5274,0.4000,0.0008,16.0000,0.7130,0.0000
2.7500,-0.2198,-0.0016,-9.0113,-0.0012,0.0000,-0.2021,23.5272,0.4000,0.0004,16.0000,0.7132,0.0000
2.7600,0.5257,0.9531,-10.6791,0.0005,0.0000,-0.1340,23.5270,0.4000,0.0000,16.0000,0.7135,0.0000
2.7700,0.2067,-0.1404,-10.8732,0.0001,0.0000,-0.0658,23.5268,0.4000,0.0004,16.0000,0.7137,0.0000
2.7800,0.8302,0.9003,-9.4039,-0.0003,0.0000,0.0023,23.5267,0.4000,0.0008,16.0000,0.7140,0.0000
2.7900,0.0271,-0.2655,-10.0121,-0.0016,0.0000,0.0705,23.5265,0.4000,0.0012,16.0000,0.7143,0.0000
2.8000,0.9380,0.3372,-9.9113,-0.0028,0.0000,0.1386,23.5263,0.4000,0.0017,16.0000,0.7145,0.0000
2.8100,-0.6793,-0.3525,-10.0840,-0.0002,0.0000,0.0692,23.5229,0.4000,0.0013,16.0000,0.7130,0.0000
2.8200,-0.1460,-0.6118,-8.1712,0.0024,0.0000,-0.0002,23.5195,0.4000,0.0009,16.0000,0.7114,0.0000
2.8300,0.9240,0.4216,-9.1892,0.0015,0.0000,-0.0696,23.5161,0.4000,0.0006,16.0000,0.7098,0.0000
2.8400,-0.8281,-1.1628,-9.6307,0.0007,0.0000,-0.1390,23.5127,0.4000,0.0002,16.0000,0.7082,0.0000
2.8500,-0.5590,0.4201,-8.0457,0.0012,0.0000,-0.2084,23.5093,0.4000,0.0002,16.0000,0.7067,0.0000
2.8600,-0.6873,1.1587,-9.0378,0.0018,0.0000,-0.1374,23.5059,0.4000,0.0001,16.0000,0.7051,0.0000
2.8700,-0.0883,0.4961,-9.2189,-0.0004,0.0000,-0.0663,23.5025,0.4000,0.0001,16.0000,0.7035,0.0000
2.8800,-0.7064,-0.6814,-8.9619,-0.0026,0.0000,0.0048,23.4991,0.4000,0.0000,16.0000,0.7020,0.0000
2.8900,0.4882,0.5406,-9.6695,-0.0008,0.0000,0.0759,23.4956,0.4000,0.0000,16.0000,0.7004,0.0000
2.9000,0.5343,-0.2681,-10.3165,0.0011,0.0000,0.1469,23.4922,0.4000,0.0000,16.0000,0.6988,0.0000
2.9100,-1.0570,0.3381,-9.7495,-0.0002,0.0000,0.2201,23.3402,3.8081,0.0000,16.0000,0.6972,0.1000
2.9200,0.1065,-0.1867,-9.5234,-0.0015,0.0000,0.2933,23.1881,7.2162,0.0000,16.0000,0.6957,0.2000
2.9300,1.3393,0.1104,-9.7529,0.0010,0.0000,0.3664,23.0361,10.6243,0.0000,16.0000,0.6941,0.3000
2.9400,0.3618,-1.8086,-10.1293,0.0034,0.0000,0.4396,22.8840,14.0324,0.0000,16.0000,0.6925,0.4000
2.9500,0.8061,-1.0465,-9.2983,0.0004,0.0000,0.5128,22.7320,17.4405,0.0000,16.0000,0.6910,0.5000
2.9600,0.6049,0.1104,-9.9216,-0.0026,0.0000,0.3604,22.5799,20.8486,0.0000,16.0000,0.6894,0.6000
2.9700,-0.8945,0.4888,-10.1028,-0.0017,0.0000,0.2081,22.4278,24.2567,0.1187,16.0000,0.6878,0.7000
2.9800,0.1962,0.2831,-10.2792,-0.0008,0.0000,0.0558,22.2758,27.6648,0.2374,16.0000,0.6862,0.8000
2.9900,-0.4187,0.6062,-8.7059,-0.0006,0.0000,-0.0966,22.1237,31.0729,0.3560,16.0000,0.6847,0.9000
3.0000,0.0053,0.4513,-9.2099,-0.0003,0.0000,-0.2489,21.9717,34.4811,0.4747,16.0000,0.6831,1.0000
3.0100,-0.3525,0.3408,-9.2016,-0.0017,0.0000,-0.2763,21.9753,34.4088,0.4734,16.0000,0.6858,1.0000
3.0200,0.7130,-0.2024,-10.0781,-0.0030,0.0000,-0.3036,21.9790,34.3366,0.4722,16.0000,0.6885,1.0000
3.0300,-0.2380,0.5553,-9.8049,-0.0016,0.0000,-0.3310,21.9826,34.2643,0.4709,16.0000,0.6912,1.0000
3.0400,0.4453,0.0138,-8.1810,-0.0003,0.0000,-0.3584,21.9863,34.1921,0.4696,16.0000,0.6939,1.0000
3.0500,0.4211,-0.5490,-9.8073,0.0004,0.0000,-0.3858,21.9900,34.1198,0.4736,16.0000,0.6966,1.0000
3.0600,0.6050,0.9111,-10.1512,0.0010,0.0000,-0.2780,21.9936,34.0476,0.4777,16.0000,0.6993,1.0000
3.0700,-0.0367,-0.7814,-10.0196,0.0014,0.0000,-0.1703,21.9973,33.9753,0.4817,16.0000,0.7021,1.0000
3.0800,-0.3123,0.6827,-10.0972,0.0019,0.0000,-0.0626,22.0010,33.9031,0.4857,16.0000,0.7048,1.0000
3.0900,0.0358,-0.9152,-10.4947,0.0000,0.0000,0.0451,22.0046,33.8309,0.4843,16.0000,0.7075,1.0000
3.1000,-0.1975,0.1096,-9.8854,-0.0018,0.0000,0.1528,22.0083,33.7586,0.4828,16.0000,0.7102,1.0000
3.1100,-0.0047,-0.4329,-9.3066,-0.0008,0.0000,0.1769,21.9951,33.9659,0.4814,16.0000,0.7129,1.0000
3.1200,-0.0015,0.3272,-9.4671,0.0002,0.0000,0.2011,21.9818,34.1733,0.4800,16.0000,0.7156,1.0000
3.1300,-0.2593,0.7902,-9.8379,-0.0001,0.0000,0.2252,21.9686,34.3806,0.4810,16.0000,0.7183,1.0000
3.1400,-0.8270,-0.2443,-10.3287,-0.0005,0.0000,0.2493,21.9554,34.5879,0.4820,16.0000,0.7210,1.0000
3.1500,-0.0598,1.1853,-8.9910,0.0010,0.0000,0.2735,21.9422,34.7952,0.4830,16.0000,0.7237,1.0000
3.1600,0.2361,0.2375,-10.8373,0.0025,0.0000,0.1817,21.9290,35.0026,0.4840,16.0000,0.7264,1.0000
3.1700,1.2920,0.5828,-11.3400,0.0019,0.0000,0.0900,21.9158,35.2099,0.4847,16.0000,0.7291,1.0000
3.1800,-0.1568,-0.0942,-9.9361,0.0012,0.0000,-0.0018,21.9026,35.4172,0.4854,16.0000,0.7319,1.0000
3.1900,0.9850,-0.2407,-10.8199,-0.0007,0.0000,-0.0936,21.8893,35.6245,0.4861,16.0000,0.7346,1.0000
3.2000,-0.5581,0.5832,-10.2915,-0.0025,0.0000,-0.1853,21.8761,35.8319,0.4868,16.0000,0.7373,1.0000
3.2100,-0.4135,1.6055,-9.4782,-0.0029,0.0000,-0.1740,21.8718,35.9022,0.4836,16.0000,0.7350,1.0000
3.2200,-0.3674,-1.0913,-8.8029,-0.0033,0.0000,-0.1627,21.8674,35.9725,0.4804,16.0000,0.7327,1.0000
3.2300,-0.4766,0.2813,-10.8629,-0.0010,0.0000,-0.1514,21.8630,36.0428,0.4771,16.0000,0.7304,1.0000
3.2400,-0.6437,-0.5248,-9.2179,0.0013,0.0000,-0.1401,21.8587,36.1132,0.4739,16.0000,0.7282,1.0000
3.2500,0.2252,-0.4763,-10.7278,0.0017,0.0000,-0.1288,21.8543,36.1835,0.4780,16.0000,0.7259,1.0000
3.2600,-0.1655,0.4727,-9.2610,0.0021,0.0000,-0.0427,21.8499,36.2538,0.4820,16.0000,0.7236,1.0000
3.2700,0.8775,0.9658,-9.3880,0.0015,0.0000,0.0434,21.8456,36.3242,0.4861,16.0000,0.7213,1.0000
3.2800,1.4023,0.5912,-9.9898,0.0009,0.0000,0.1296,21.8412,36.3945,0.4902,16.0000,0.7190,1.0000
3.2900,-0.1875,0.0206,-9.6418,0.0006,0.0000,0.2157,21.8369,36.4648,0.4877,16.0000,0.7168,1.0000
3.3000,0.2100,-0.0809,-9.9091,0.0004,0.0000,0.3018,21.8325,36.5352,0.4852,16.0000,0.7145,1.0000
3.3100,-0.5267,-0.1667,-10.5525,0.0023,0.0000,0.1643,21.8461,36.1963,0.4826,16.0000,0.7122,1.0000
3.3200,0.9298,0.6739,-10.0113,0.0042,0.0000,0.0267,21.8597,35.8574,0.4801,16.0000,0.7099,1.0000
3.3300,0.2526,0.1978,-9.4395,0.0033,0.0000,-0.1108,21.8733,35.5186,0.4802,16.0000,0.7076,1.0000
3.3400,0.2644,-0.3978,-11.1532,0.0024,0.0000,-0.2484,21.8869,35.1797,0.4804,16.0000,0.7054,1.0000
3.3500,-0.3090,-0.2229,-10.2070,0.0001,0.0000,-0.3859,21.9005,34.8408,0.4805,16.0000,0.7031,1.0000
3.3600,-0.8425,0.5188,-9.5726,-0.0022,0.0000,-0.3869,21.9142,34.5020,0.4806,16.0000,0.7008,1.0000
3.3700,0.2669,-0.1162,-9.5233,-0.0027,0.0000,-0.3879,21.9278,34.1631,0.4774,16.0000,0.6985,1.0000
3.3800,-0.5517,0.1415,-9.6756,-0.0032,0.0000,-0.3889,21.9414,33.8243,0.4742,16.0000,0.6962,1.0000
3.3900,0.2871,0.7076,-9.1436,-0.0033,0.0000,-0.3899,21.9550,33.4854,0.4710,16.0000,0.6940,1.0000
3.4000,-0.4319,-0.5969,-9.3610,-0.0035,0.0000,-0.3909,21.9686,33.1465,0.4678,16.0000,0.6917,1.0000
3.4100,-0.2675,0.1373,-9.3960,-0.0015,0.0000,-0.2901,21.9618,33.2166,0.4704,16.0000,0.6922,1.0000
3.4200,-0.7705,0.5335,-9.0394,0.0004,0.0000,-0.1893,21.9550,33.2867,0.4729,16.0000,0.6927,1.0000
3.4300,0.3042,0.5658,-10.5446,-0.0004,0.0000,-0.0885,21.9483,33.3568,0.4755,16.0000,0.6932,1.0000
3.4400,1.0778,-0.4852,-10.0333,-0.0012,0.0000,0.0123,21.9415,33.4269,0.4780,16.0000,0.6938,1.0000
3.4500,0.0316,-0.8861,-10.6651,-0.0016,0.0000,0.1131,21.9347,33.4970,0.4768,16.0000,0.6943,1.0000
3.4600,1.0282,-0.4223,-9.8121,-0.0020,0.0000,0.0958,21.9279,33.5671,0.4756,16.0000,0.6948,1.0000
3.4700,-1.4301,-1.0711,-9.6893,-0.0013,0.0000,0.0785,21.9211,33.6372,0.4744,16.0000,0.6953,1.0000
3.4800,-0.1964,-0.2411,-10.1924,-0.0005,0.0000,0.0612,21.9144,33.7073,0.4732,16.0000,0.6958,1.0000
3.4900,-0.0334,-0.3601,-9.6396,-0.0021,0.0000,0.0439,21.9076,33.7774,0.4747,16.0000,0.6964,1.0000
3.5000,-0.2188,-0.3895,-10.3400,-0.0036,0.0000,0.0266,21.9008,33.8475,0.4763,16.0000,0.6969,1.0000
3.5100,0.5558,-1.4820,-10.3330,-0.0035,0.0000,0.0183,21.9110,33.6392,0.4779,16.0000,0.6974,1.0000
3.5200,-0.7423,0.4835,-9.5587,-0.0033,0.0000,0.0099,21.9212,33.4310,0.4795,16.0000,0.6979,1.0000
3.5300,-0.2738,1.2917,-9.7128,-0.0006,0.0000,0.0016,21.9315,33.2227,0.4812,16.0000,0.6984,1.0000
3.5400,0.7150,0.0268,-9.7042,0.0022,0.0000,-0.0067,21.9417,33.0144,0.4829,16.0000,0.6990,1.0000
3.5500,0.1102,-0.4099,-9.5383,0.0021,0.0000,-0.0150,21.9519,32.8062,0.4845,16.0000,0.6995,1.0000
3.5600,0.1854,0.1400,-9.4140,0.0020,0.0000,0.0475,21.9621,32.5979,0.4862,16.0000,0.7000,1.0000
3.5700,-0.0566,-0.8752,-10.1680,0.0017,0.0000,0.1101,21.9723,32.3897,0.4822,16.0000,0.7005,1.0000
3.5800,0.5422,1.3193,-10.7972,0.0013,0.0000,0.1727,21.9826,32.1814,0.4781,16.0000,0.7010,1.0000
3.5900,0.1789,0.3244,-9.3783,-0.0015,0.0000,0.2352,21.9928,31.9731,0.4741,16.0000,0.7016,1.0000
3.6000,-0.6381,0.7477,-10.1962,-0.0044,0.0000,0.2978,22.0030,31.7649,0.4700,16.0000,0.7021,1.0000
3.6100,0.2845,0.3317,-8.6090,-0.0010,0.0000,0.1915,21.9888,32.0801,0.4719,16.0000,0.7030,1.0000
3.6200,-0.2756,-0.7720,-9.8628,0.0023,0.0000,0.0851,21.9746,32.3953,0.4737,16.0000,0.7038,1.0000
3.6300,-1.4133,0.2563,-9.0755,-0.0014,0.0000,-0.0212,21.9603,32.7106,0.4755,16.0000,0.7047,1.0000
3.6400,-0.7727,1.0277,-10.9017,-0.0052,0.0000,-0.1275,21.9461,33.0258,0.4773,16.0000,0.7056,1.0000
3.6500,-0.1686,0.1489,-10.9801,-0.0045,0.0000,-0.2339,21.9319,33.3410,0.4772,16.0000,0.7065,1.0000
3.6600,1.2868,0.0245,-10.2670,-0.0038,0.0000,-0.1962,21.9177,33.6562,0.4771,16.0000,0.7074,1.0000
3.6700,-0.1171,-0.6140,-9.9063,-0.0026,0.0000,-0.1585,21.9034,33.9715,0.4769,16.0000,0.7083,1.0000
3.6800,-0.1942,-0.7187,-8.3890,-0.0014,0.0000,-0.1208,21.8892,34.2867,0.4768,16.0000,0.7091,1.0000
3.6900,0.3015,-0.3787,-10.5303,-0.0023,0.0000,-0.0831,21.8750,34.6019,0.4769,16.0000,0.7100,1.0000
3.7000,0.0052,0.3214,-9.8778,-0.0032,0.0000,-0.0454,21.8608,34.9172,0.4770,16.0000,0.7109,1.0000
3.7100,0.1223,-0.1548,-11.1036,-0.0024,0.0000,0.0263,21.8655,34.8098,0.4772,16.0000,0.7118,1.0000
3.7200,0.5867,0.0691,-9.5246,-0.0017,0.0000,0.0980,21.8701,34.7024,0.4773,16.0000,0.7127,1.0000
3.7300,-0.0718,1.3751,-9.7230,-0.0020,0.0000,0.1697,21.8748,34.5950,0.4788,16.0000,0.7135,1.0000
3.7400,-0.6024,-0.7680,-10.3923,-0.0024,0.0000,0.2414,21.8795,34.4876,0.4802,16.0000,0.7144,1.0000
3.7500,-0.3257,0.7496,-9.0864,-0.0033,0.0000,0.3131,21.8842,34.3802,0.4817,16.0000,0.7153,1.0000
3.7600,-0.6165,0.0609,-9.1823,-0.0041,0.0000,0.2883,21.8889,34.2728,0.4831,16.0000,0.7162,1.0000
3.7700,0.0943,-0.3935,-10.7651,-0.0011,0.0000,0.2635,21.8936,34.1654,0.4813,16.0000,0.7171,1.0000
3.7800,-0.3227,0.3797,-10.5909,0.0019,0.0000,0.2387,21.8983,34.0580,0.4795,16.0000,0.7179,1.0000
3.7900,0.7184,-0.0993,-10.0264,-0.0004,0.0000,0.2139,21.9030,33.9506,0.4776,16.0000,0.7188,1.0000
3.8000,-0.1696,-0.1995,-8.6739,-0.0027,0.0000,0.1891,21.9077,33.8432,0.4758,16.0000,0.7197,1.0000
3.8100,-0.5972,0.7334,-9.3960,-0.0000,0.0000,0.1719,21.9030,33.8910,0.4760,16.0000,0.7193,1.0000
3.8200,0.2426,-0.1056,-8.6707,0.0027,0.0000,0.1547,21.8982,33.9389,0.4763,16.0000,0.7188,1.0000
3.8300,0.8084,0.2172,-9.4998,0.0017,0.0000,0.1374,21.8935,33.9868,0.4765,16.0000,0.7184,1.0000
3.8400,-0.3763,-1.1958,-10.8313,0.0008,0.0000,0.1202,21.8887,34.0346,0.4767,16.0000,0.7180,1.0000
3.8500,0.8796,-0.1753,-10.3998,0.0015,0.0000,0.1030,21.8840,34.0825,0.4773,16.0000,0.7176,1.0000
3.8600,-0.1456,-0.9001,-10.2459,0.0022,0.0000,0.0992,21.8792,34.1304,0.4779,16.0000,0.7171,1.0000
3.8700,0.8655,0.1274,-10.7028,0.0001,0.0000,0.0953,21.8745,34.1782,0.4785,16.0000,0.7167,1.0000
3.8800,-0.2676,0.8084,-9.6667,-0.0021,0.0000,0.0915,21.8698,34.2261,0.4791,16.0000,0.7163,1.0000
3.8900,0.1546,0.5075,-10.5304,-0.0014,0.0000,0.0876,21.8650,34.2740,0.4786,16.0000,0.7159,1.0000
3.9000,-0.5063,-0.8799,-8.6116,-0.0008,0.0000,0.0838,21.8603,34.3219,0.4781,16.0000,0.7154,1.0000
3.9100,-0.1479,-0.6119,-10.3533,0.0013,0.0000,0.0900,21.8526,34.4663,0.4776,16.0000,0.7150,1.0000
3.9200,0.1506,0.6872,-9.7934,0.0033,0.0000,0.0962,21.8450,34.6107,0.4770,16.0000,0.7146,1.0000
3.9300,0.2702,0.2807,-8.9802,-0.0005,0.0000,0.1024,21.8374,34.7551,0.4771,16.0000,0.7142,1.0000
3.9400,-0.2375,0.2780,-10.6614,-0.0043,0.0000,0.1086,21.8298,34.8995,0.4771,16.0000,0.7137,1.0000
3.9500,-0.7541,-0.3976,-9.6995,-0.0041,0.0000,0.1148,21.8222,35.0438,0.4771,16.0000,0.7133,1.0000
3.9600,0.3146,0.4007,-10.9564,-0.0040,0.0000,0.1442,21.8146,35.1882,0.4772,16.0000,0.7129,1.0000
3.9700,0.2020,-0.3976,-10.3391,-0.0003,0.0000,0.1735,21.8070,35.3326,0.4811,16.0000,0.7125,1.0000
3.9800,0.4823,0.0373,-9.6859,0.0034,0.0000,0.2028,21.7993,35.4770,0.4851,16.0000,0.7120,1.0000
3.9900,-0.2388,0.1764,-10.6731,0.0034,0.0000,0.2322,21.7917,35.6214,0.4890,16.0000,0.7116,1.0000
4.0000,0.6129,0.8031,-11.2253,0.0035,0.0000,0.2615,21.7841,35.7658,0.4930,16.0000,0.7112,1.0000
4.0100,-1.0398,0.1576,-12.6106,0.0004,0.0000,0.2288,21.7699,36.0784,0.4928,16.0000,0.7118,1.0000
4.0200,0.0577,-0.7041,-12.2661,-0.0027,0.0000,0.1960,21.7557,36.3910,0.4925,16.0000,0.7124,1.0000
4.0300,0.4037,-0.1149,-13.3239,0.0005,0.0000,0.1633,21.7415,36.7036,0.4923,16.0000,0.7129,1.0000
4.0400,-0.6916,-0.3055,-13.7193,0.0038,0.0000,0.1306,21.7272,37.0162,0.4921,16.0000,0.7135,1.0000
4.0500,-1.3105,0.4221,-12.7310,0.0010,0.0000,0.0979,21.7130,37.3288,0.4955,16.0000,0.7141,1.0000
4.0600,-0.3239,-0.1032,-13.5372,-0.0018,0.0000,0.0791,21.6988,37.6414,0.4988,16.0000,0.7147,1.0000
